segment_id,EventId,latitude,longitude,latitudeX,longitudeX,address,point,road,suburb,city,county,state,postcode,country,country_code
0B0QOEN,151298,-33.9173768714,18.4793046065,-33.917,18.479,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd81c90>,"{'place_id': 235480837, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1998104, 'lat': '-33.9190409', 'lon': '18.4787065467221', 'display_name': 'Salt River, N1, Paarden Eiland, Cape Town, City of Cape Town, Western Cape, 7295, South Africa', 'address': {'water': 'Salt River', 'road': 'N1', 'suburb': 'Paarden Eiland', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7295', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9300125', '-33.9077644', '18.4719792', '18.4790136']}",N1,Paarden Eiland,Cape Town,City of Cape Town,Western Cape,7295,South Africa,za
Z2OSI9E,151300,-33.8882175826,18.6280873522,-33.888,18.628,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd828d0>,"{'place_id': 171104837, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 360199041, 'lat': '-33.88804755465612', 'lon': '18.62800516159338', 'display_name': 'N1, Cape Town Ward 70, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 70', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8881238', '-33.887942', '18.6273027', '18.6288342']}",N1,Cape Town Ward 70,,City of Cape Town,Western Cape,7530,South Africa,za
1BB1WRK,151304,-33.9155710744,18.4910284081,-33.916,18.491,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd82e90>,"{'place_id': 149974030, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 259008109, 'lat': '-33.91565517989866', 'lon': '18.49087371972878', 'display_name': 'N1, Brooklyn, Cape Town, City of Cape Town, Western Cape, 57, South Africa', 'address': {'road': 'N1', 'suburb': 'Brooklyn', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '57', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9163415', '-33.915146', '18.4887321', '18.4921635']}",N1,Brooklyn,Cape Town,City of Cape Town,Western Cape,57,South Africa,za
0QQIE2L,151306,-34.0066474489,18.6276356044,-34.007,18.628,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd870d0>,"{'place_id': 94646728, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 30793534, 'lat': '-34.00708757069989', 'lon': '18.628081024091458', 'display_name': 'Venter Street, Cape Town Ward 116, Mitchells Plain, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Venter Street', 'suburb': 'Cape Town Ward 116', 'town': 'Mitchells Plain', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0093396', '-34.0064712', '18.6271865', '18.6304451']}",Venter Street,Cape Town Ward 116,,City of Cape Town,Western Cape,7100,South Africa,za
DRI712Q,151312,-34.0054645552,18.6431870016,-34.005,18.643,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd829d0>,"{'place_id': 231933902, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742959372, 'lat': '-34.005108414091765', 'lon': '18.64295818741764', 'display_name': 'N2, Cape Town Ward 114, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 114', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0060134', '-34.0049307', '18.6424974', '18.6452776']}",N2,Cape Town Ward 114,,City of Cape Town,Western Cape,7100,South Africa,za
8Z5P9T1,151318,-34.133809636500004,18.9277208804,-34.134,18.928,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd81e10>,"{'place_id': 197628936, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 520873801, 'lat': '-34.13376230847293', 'lon': '18.927926932298206', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1340542', '-34.1334934', '18.9269774', '18.9288017']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,,South Africa,za
OWCF2MH,151320,-33.960224523200004,18.6561047855,-33.96,18.656,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd84950>,"{'place_id': 231502330, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 739855856, 'lat': '-33.9600292200481', 'lon': '18.65614676989084', 'display_name': 'Kuils River Freeway, Cape Town Ward 19, Kuilsrivier, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 19', 'town': 'Kuilsrivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9609126', '-33.9549584', '18.6559709', '18.6571817']}",Kuils River Freeway,Cape Town Ward 19,,City of Cape Town,Western Cape,7100,South Africa,za
03RHJ3G,151321,-33.942779138,18.4584724063,-33.943,18.458,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd86590>,"{'place_id': 169760862, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 359462925, 'lat': '-33.9427064', 'lon': '18.4583722', 'display_name': 'Hospital Bend, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Hospital Bend', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9432569', '-33.9425289', '18.4582543', '18.4590757']}",Hospital Bend,Cape Town Ward 57,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
1VFLTND,151322,-34.1374937578,18.9334814906,-34.137,18.933,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd86490>,"{'place_id': 80473172, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4772284, 'lat': '-34.13754696765726', 'lon': '18.933414340148946', 'display_name': ""N2, Cape Town Ward 84, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 84', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1435008', '-34.1270239', '18.9299558', '18.9374305']}",N2,Cape Town Ward 84,,City of Cape Town,Western Cape,,South Africa,za
GMEHC97,151325,-34.0516123139,18.7623919049,-34.052,18.762,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd84cd0>,"{'place_id': 79214906, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288084, 'lat': '-34.05177477053597', 'lon': '18.762134599572576', 'display_name': 'N2, Croydon Olive Estate, Cape Town Ward 109, Eersterivier, City of Cape Town, Western Cape, 7129, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Croydon Olive Estate', 'suburb': 'Cape Town Ward 109', 'town': 'Eersterivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7129', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0584048', '-34.0434891', '18.7383964', '18.7737227']}",N2,Cape Town Ward 109,,City of Cape Town,Western Cape,7129,South Africa,za
Q03FQ74,151333,-34.0891541453,18.8393521534,-34.089,18.839,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd8d490>,"{'place_id': 232534916, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 748811598, 'lat': '-34.089004974770084', 'lon': '18.83899537990395', 'display_name': 'N2, Silvertas, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Silvertas', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0891', '-34.0868635', '18.8367293', '18.8390977']}",N2,Cape Town Ward 15,,City of Cape Town,Western Cape,7130,South Africa,za
5OR8UGL,151335,-34.0209924288,18.6776191865,-34.021,18.678,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd86450>,"{'place_id': 231649577, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742964866, 'lat': '-34.02115124222569', 'lon': '18.677928115088662', 'display_name': 'N2, Cape Town Ward 93, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 93', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0242578', '-34.0205141', '18.6765876', '18.685501']}",N2,Cape Town Ward 93,,City of Cape Town,Western Cape,7784,South Africa,za
PRRLPFL,151337,-33.93304934,18.4465310151,-33.933,18.447,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd8b810>,"{'place_id': 81446037, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8046382, 'lat': '-33.93293181920655', 'lon': '18.447014726935652', 'display_name': 'Erica Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Erica Street', 'suburb': 'Cape Town Ward 115', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9331085', '-33.9327325', '18.4468901', '18.4479918']}",Erica Street,Cape Town Ward 115,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
GFX7S4B,151338,-33.9774405343,18.6535929216,-33.977,18.654,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd887d0>,"{'place_id': 93837897, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 32050516, 'lat': '-33.97701554861832', 'lon': '18.65396234434142', 'display_name': 'Theescombe Street, Cape Town Ward 19, Blue Downs, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Theescombe Street', 'suburb': 'Cape Town Ward 19', 'town': 'Blue Downs', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9788356', '-33.9766599', '18.6539494', '18.6575574']}",Theescombe Street,Cape Town Ward 19,,City of Cape Town,Western Cape,7100,South Africa,za
DRNRL0M,151341,-33.992271639,18.6424347597,-33.992,18.642,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd8dbd0>,"{'place_id': 232647328, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 739855859, 'lat': '-33.99221441978171', 'lon': '18.642208523859274', 'display_name': 'Kuils River Freeway, Cape Town Ward 114, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 114', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9933937', '-33.9916324', '18.6409959', '18.642807']}",Kuils River Freeway,Cape Town Ward 114,Cape Town,City of Cape Town,Western Cape,7100,South Africa,za
D5DGOZ9,151345,-34.1527308833,18.9438670152,-34.153,18.944,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd81050>,"{'place_id': 197636675, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 520873775, 'lat': '-34.15272094901851', 'lon': '18.943963202719527', 'display_name': ""N2, Cape Town Ward 84, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 84', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.152841', '-34.1524684', '18.9430528', '18.9458784']}",N2,Cape Town Ward 84,,City of Cape Town,Western Cape,,South Africa,za
Z13SS1G,151346,-33.9897431043,18.6447420549,-33.99,18.645,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd88390>,"{'place_id': 131555647, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 187742060, 'lat': '-34.000010599999996', 'lon': '18.652973504560617', 'display_name': 'Driftsands Nature Reserve, Kuils River Freeway, Cape Town Ward 19, Kuilsrivier, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'nature_reserve': 'Driftsands Nature Reserve', 'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 19', 'town': 'Kuilsrivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0117721', '-33.9882432', '18.637498', '18.6718372']}",Kuils River Freeway,Cape Town Ward 19,,City of Cape Town,Western Cape,7100,South Africa,za
QVZKPQD,151347,-33.9520006405,18.5313341845,-33.952,18.531,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd98050>,"{'place_id': 230779316, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 737999748, 'lat': '-33.952058702965545', 'lon': '18.530980142144532', 'display_name': 'Settlers Way, Bridgetown, Cape Town, City of Cape Town, Western Cape, 7455, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Bridgetown', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7455', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.953371', '-33.9512771', '18.5286696', '18.5348595']}",Settlers Way,Bridgetown,Cape Town,City of Cape Town,Western Cape,7455,South Africa,za
XNUEEZN,151354,-33.8896224111,18.5590220653,-33.89,18.559,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd98850>,"{'place_id': 171323465, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 361563497, 'lat': '-33.889643807786726', 'lon': '18.55893964286196', 'display_name': 'N1, N1 City, Parow, City of Cape Town, Western Cape, 7460, South Africa', 'address': {'road': 'N1', 'suburb': 'N1 City', 'town': 'Parow', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7460', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8896997', '-33.8887422', '18.5586098', '18.5642604']}",N1,N1 City,,City of Cape Town,Western Cape,7460,South Africa,za
EUXS47I,151356,-33.8058412556,18.5475673599,-33.806,18.548,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd994d0>,"{'place_id': 172357021, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 369583484, 'lat': '-33.80598437696576', 'lon': '18.54778330272877', 'display_name': 'N7, Cape Town Ward 104, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Cape Town Ward 104', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8061037', '-33.8045669', '18.5477747', '18.5478488']}",N7,Cape Town Ward 104,Cape Town,City of Cape Town,Western Cape,7441,South Africa,za
8FBHDH2,151369,-33.9926161422,18.6112262782,-33.993,18.611,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd99810>,"{'place_id': 232471427, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 738648303, 'lat': '-33.99277316929796', 'lon': '18.61108877990607', 'display_name': 'N2, Cape Town Ward 36, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 36', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9929704', '-33.9923356', '18.6099708', '18.6115927']}",N2,Cape Town Ward 36,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
XS7M5WZ,151372,-33.9504303649,18.5254599268,-33.95,18.525,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd9b350>,"{'place_id': 80514761, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4266153, 'lat': '-33.95026684909109', 'lon': '18.524989956664406', 'display_name': 'Settlers Way, Langa, Cape Town, City of Cape Town, Western Cape, 7455, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Langa', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7455', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9511093', '-33.9502415', '18.5239618', '18.528676']}",Settlers Way,Langa,Cape Town,City of Cape Town,Western Cape,7455,South Africa,za
LV4XGT5,151383,-33.9407190671,18.4835118731,-33.941,18.484,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd993d0>,"{'place_id': 149379714, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 258860203, 'lat': '-33.94083417768527', 'lon': '18.48359380537', 'display_name': 'Black River Parkway, Observatory, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Black River Parkway', 'suburb': 'Observatory', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9432182', '-33.939634', '18.4831972', '18.4839386']}",Black River Parkway,Observatory,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
